"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.205"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of Mihail Hitrov with his wife and son ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 290; 560; 565; 590; 850; 890 ","  "," 2 "," vase.205-IMAGE.1.jpg "," vase.205-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2050"," Topič, František "," Woman in an old traditional Serbian costume from Montenegro ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1907 "," "," "," 290; 562; 560; 300; 554; 550 ","  "," 2 "," vase.2050-IMAGE.1.jpg "," vase.2050-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2051"," Topič, František "," Portrait of a woman in traditional Albanian clothes ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1907 "," "," "," 290; 562; 560; 300 ","  "," 1 "," vase.2051-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2052"," Topič, František "," Traditional Serbian costume from Montenegro ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 890; 562; 560; 300 ","  "," 1 "," vase.2052-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2053"," Topič, František "," Group of Romanies from Srebrenica ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1904.11.01 "," "," "," 290; 850; 562; 560; 554; 550 ","  "," 1 "," vase.2053-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2054"," Topič, František "," Portrait of a carrier (hamal) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1900 "," "," "," 290; 511; 510; 554; 550; 560; 890 ","  "," 1 "," vase.2054-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2055"," Topič, František "," Full-length shot of two men ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1900 "," "," "," 290; 511; 510; 560; 554; 550 ","  "," 1 "," vase.2055-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2056"," Topič, František "," Portrait of a peasant ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 276; 270; 290; 554; 550; 560 ","  "," 1 "," vase.2056-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2057"," unknown "," Sarajevo - Kovači Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1931 "," 290; 363; 360; 231; 230; 890; 560; 562; 780; 554; 550 ","  "," 2 "," vase.2057-IMAGE.1.jpg "," vase.2057-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2058"," unknown "," Sarajevo / At The Fountain ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1938 "," "," "," 290; 270; 312; 310; 462; 460; 857; 850; 890 ","  "," 2 "," vase.2058-IMAGE.1.jpg "," vase.2058-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2059"," unknown "," Greetings From Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1950 "," 340; 353; 350; 360; 347; 432; 430; 438; 560; 562; 780 ","  "," 1 "," vase.2059-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.206"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in a suit ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 290; 560 ","  "," 2 "," vase.206-IMAGE.1.jpg "," vase.206-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2060"," unknown "," Street scene above Baščaršija ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1918 "," 363; 360; 260; 560; 562 ","  "," 2 "," vase.2060-IMAGE.1.jpg "," vase.2060-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2061"," unknown "," Group of people sitting in an outdoor restaurant area ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," 1934 "," 290; 270; 560; 562; 780 ","  "," 2 "," vase.2061-IMAGE.1.jpg "," vase.2061-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2062"," Topič, František "," Folk Costumes From Herzegovina ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1904.10.31 "," 290; 292; 300; 480; 496; 490 ","  "," 1 "," vase.2062-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2063"," Topič, František "," Bosnian Peasant Woman ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1907 "," 290; 562; 560; 462; 460 ","  "," 2 "," vase.2063-IMAGE.1.jpg "," vase.2063-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2064"," Topič, František "," Portrait of an Orthodox woman from the vicinity of Sarajevo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1907 "," 290; 562; 560; 462; 460 ","  "," 1 "," vase.2064-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2065"," Topič, František "," Portrait of a peasant ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1906 "," "," "," 290; 300; 415; 410; 560 ","  "," 1 "," vase.2065-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2066"," Topič, František "," Portrait of a peasant ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1918 "," 290; 300; 415; 410; 560 ","  "," 2 "," vase.2066-IMAGE.1.jpg "," vase.2066-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2067"," Topič, František "," Rural women's clothes from the vicinity of Sarajevo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1902 "," 290; 562; 560; 462; 460 ","  "," 1 "," vase.2067-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2068"," Topič, František "," Couple in Slovenian folk costumes ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 562; 560; 300 ","  "," 1 "," vase.2068-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2069"," Topič, František "," Couple in Slovenian folk costumes ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 562; 560; 300 ","  "," 1 "," vase.2069-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.207"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman and a man ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 290; 300; 560; 565; 590 ","  "," 2 "," vase.207-IMAGE.1.jpg "," vase.207-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2070"," Topič, František "," Dress of a wealthy townswoman ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1907 "," 290; 562; 560; 300 ","  "," 2 "," vase.2070-IMAGE.1.jpg "," vase.2070-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2071"," Topič, František "," Portrait of a couple in an ornate urban dress ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1907 "," 290; 562; 560; 300 ","  "," 1 "," vase.2071-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2072"," Topič, František "," Herzegovinian supreme commanders (serdari) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1906 "," 290; 890; 560; 700; 411; 410; 554; 550; 300; 571; 570; 714; 710 ","  "," 1 "," vase.2072-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2073"," Topič, František "," Herzegovinian supreme commanders (serdari) with commanders from the Austro-Hungarian army ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1906 "," 290; 890; 560; 700; 411; 410; 554; 550; 300; 571; 570; 714; 710 ","  "," 1 "," vase.2073-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2074"," Topič, František "," Herzegovinian supreme commanders (serdari) ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1918 "," 290; 890; 560; 700; 411; 410; 554; 550; 300; 571; 570; 714; 710 ","  "," 2 "," vase.2074-IMAGE.1.jpg "," vase.2074-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2075"," Topič, František "," Traditional Serbian costumes from northern and western Bosnia ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1898 "," "," "," 290; 300; 562; 560 ","  "," 4 "," vase.2075-IMAGE.1.jpg "," vase.2075-IMAGE.2.jpg "," vase.2075-IMAGE.3.jpg "," vase.2075-IMAGE.4.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2076"," Topič, František "," Muslim's costume for an unmarried girl ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 562; 560; 300 ","  "," 1 "," vase.2076-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2077"," Topič, František "," Muslim's costumes for unmarried girls ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 562; 560; 300 ","  "," 1 "," vase.2077-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2078"," unknown "," Nadkovači Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1939 "," 290; 347; 340; 363; 360; 400; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2078-IMAGE.1.jpg "," vase.2078-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2079"," unknown "," Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1936 "," "," "," 363; 360; 432; 430; 462; 460; 554; 550; 560; 562; 780; 890 ","  "," 2 "," vase.2079-IMAGE.1.jpg "," vase.2079-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.208"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of Ivan Karshovski, Panayot Hitov, and Ivan Zerdeliyski ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1867 "," 1874 "," 290; 669; 660; 720; 890; 156; 150; 560; 810; 369; 360; 670; 646; 640 ","  "," 2 "," vase.208-IMAGE.1.jpg "," vase.208-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2080"," unknown "," Interior of kiraethane, club and reading room for Muslims ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1901 "," "," "," 290; 520; 560; 554; 550; 352; 350; 517; 510; 562; 570; 890 ","  "," 2 "," vase.2080-IMAGE.1.jpg "," vase.2080-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2081"," unknown "," Sarajevo / Two Old Muslims At Coffee ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," "," 290; 554; 550; 561; 560; 887; 880; 890; 520 ","  "," 2 "," vase.2081-IMAGE.1.jpg "," vase.2081-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2082"," Tausch, Walter "," Man bearing a ram ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," "," 290; 438; 430; 231; 230 ","  "," 2 "," vase.2082-IMAGE.1.jpg "," vase.2082-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2083"," Halačević, Nusret "," Market scene ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1950 "," 290; 286; 280; 347; 340; 432; 430; 438; 462; 460; 562; 560; 780 ","  "," 2 "," vase.2083-IMAGE.1.jpg "," vase.2083-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2084"," unknown "," Selling wheat and corn in Baščaršija ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1926 "," 290; 347; 340; 360; 369; 432; 430; 438; 462; 460; 890 ","  "," 2 "," vase.2084-IMAGE.1.jpg "," vase.2084-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2085"," unknown "," Women and girls making clothes ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," "," 290; 286; 280; 404; 400; 462; 460; 562; 560; 870; 890 ","  "," 2 "," vase.2085-IMAGE.1.jpg "," vase.2085-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2086"," unknown "," Market scene ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1950 "," 290; 347; 340; 432; 430; 438; 890; 780 ","  "," 2 "," vase.2086-IMAGE.1.jpg "," vase.2086-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2087"," unknown "," The Old Marketplace In Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1904.10.31 "," 290; 363; 360; 416; 410; 272; 270; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2087-IMAGE.1.jpg "," vase.2087-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2088"," unknown "," The old Marketplace in Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1918 "," 290; 363; 360; 369; 416; 410; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2088-IMAGE.1.jpg "," vase.2088-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2089"," unknown "," Selling flatbread (somun) in Baščaršija ","Real photo postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1950 "," 290; 347; 340; 360; 363; 432; 430; 438; 462; 460; 780; 890 ","  "," 2 "," vase.2089-IMAGE.1.jpg "," vase.2089-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.209"," Stojanović/Karastoyanov, Anastas Nikolov or  Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," A group of people above a waterfall ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1886 "," 820; 714; 710; 290 ","  "," 2 "," vase.209-IMAGE.1.jpg "," vase.209-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2090"," unknown "," Veiled women in front of a butcher shop ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1949 "," "," "," 290; 347; 340; 432; 430; 438; 560; 562; 780; 363; 360 ","  "," 2 "," vase.2090-IMAGE.1.jpg "," vase.2090-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2091"," unknown "," Street vendors in Baščaršija ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," "," 462; 460; 300; 363; 360; 560; 890; 562 ","  "," 2 "," vase.2091-IMAGE.1.jpg "," vase.2091-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2092"," unknown "," Sarajevo / Market Scene ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1939 "," 290; 347; 340; 363; 360; 432; 430; 438; 462; 460; 560; 780 ","  "," 2 "," vase.2092-IMAGE.1.jpg "," vase.2092-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2093"," unknown "," Leisure activities ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1938 "," 290; 347; 340; 517; 510; 520; 554; 550; 562; 560; 571; 570 ","  "," 2 "," vase.2093-IMAGE.1.jpg "," vase.2093-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2094"," unknown "," Sarajevo / Strossmayer's Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1946 "," 340; 363; 360; 347 ","  "," 2 "," vase.2094-IMAGE.1.jpg "," vase.2094-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2095"," unknown "," Sarajevo / Strossmayer's Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1933 "," 340; 363; 360; 347 ","  "," 2 "," vase.2095-IMAGE.1.jpg "," vase.2095-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2096"," unknown "," Sarajevo. Market Day In Baščaršija ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1931 "," "," "," 290; 347; 340; 363; 360; 432; 430; 438; 462; 460; 560; 890 ","  "," 2 "," vase.2096-IMAGE.1.jpg "," vase.2096-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2097"," unknown "," Sarajevo / Baščaršija / Market Day ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1934 "," "," "," 290; 347; 340; 363; 360; 432; 430; 438; 462; 460; 560; 890 ","  "," 2 "," vase.2097-IMAGE.1.jpg "," vase.2097-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2098"," unknown "," Sarajevo / Baščaršija / Market Day ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1937 "," "," "," 290; 347; 340; 363; 360; 432; 430; 438; 462; 460; 560; 890 ","  "," 2 "," vase.2098-IMAGE.1.jpg "," vase.2098-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2099"," unknown "," Sarajevo. Čaršija - Muslim Women Go Shopping ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1950 "," 290; 347; 340; 432; 430; 363; 360; 438; 562; 560; 780 ","  "," 2 "," vase.2099-IMAGE.1.jpg "," vase.2099-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.21"," Karastoyanov, Dimitar Anastasov "," Studio wedding portrait of Fanka and Georgi Kuzmanov ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1898.02.24 "," 292; 290; 300; 369; 360; 580; 590; 890 ","  "," 2 "," vase.21-IMAGE.1.jpg "," vase.21-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.210"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 290; 560; 565 ","  "," 2 "," vase.210-IMAGE.1.jpg "," vase.210-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2100"," unknown "," Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," 1950 "," 203; 200; 290; 340; 361; 360; 444; 440; 480; 560; 890 ","  "," 2 "," vase.2100-IMAGE.1.jpg "," vase.2100-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2101"," unknown "," Mustaj-pasha's square (Mustaj pašin mejdan) ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," 1950 "," 290; 360; 363; 560; 562; 850 ","  "," 2 "," vase.2101-IMAGE.1.jpg "," vase.2101-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2102"," unknown "," Street life at Šeher-Ćehajin Bridge and Mustaj-pasha's square ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1905 "," 290; 203; 200; 363; 360; 231; 230; 560; 562 ","  "," 2 "," vase.2102-IMAGE.1.jpg "," vase.2102-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2103"," unknown "," Šeher-Ćehajin Bridge and Bendbaša ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," 1918 "," 231; 230; 290; 360; 340; 560; 562; 780 ","  "," 2 "," vase.2103-IMAGE.1.jpg "," vase.2103-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2104"," unknown "," Scenes From The Old Market Place In Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1904.10.31 "," 203; 200; 231; 230; 290; 347; 340; 363; 360; 432; 430; 438 ","  "," 2 "," vase.2104-IMAGE.1.jpg "," vase.2104-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2105"," unknown "," Coppersmiths at work ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," "," 326; 320; 347; 340; 462; 460 ","  "," 2 "," vase.2105-IMAGE.1.jpg "," vase.2105-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
