"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1" 
"o:baci.1223"," "," Poster advertising the Turkish feature film ‘Dertli pinar’ ","Poster","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1943 "," "," 546; 540 ","  "," 1 "," baci.1223-IMAGE.1.jpg " 
"o:baci.1224"," "," Ferdi Tayfur (1904–1958) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," "," 546; 540 ","  "," 1 "," baci.1224-IMAGE.1.jpg " 
"o:baci.1225"," "," Fuat Uzkınay (1888–1956) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1914 "," "," 546; 540 ","  "," 1 "," baci.1225-IMAGE.1.jpg " 
"o:baci.1226"," "," İpekҫi Frères ","Letter","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1226-IMAGE.1.jpg " 
"o:baci.1227"," "," İpek Film ","Magazine","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," 1936 "," "," "," 546; 540 ","  "," 1 "," baci.1227-IMAGE.1.jpg " 
"o:baci.1228"," "," Still photograph from the Turkish feature film ‘Istanbul'da bir facia-i aşk’ ","Still photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," 1922 "," "," "," 546; 540 ","  "," 1 "," baci.1228-IMAGE.1.jpg " 
"o:baci.1229"," "," Still photograph from the Turkish feature film ‘Istanbul sokaklarinda’ ","Still photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," 1931 "," "," "," 546; 540 ","  "," 1 "," baci.1229-IMAGE.1.jpg " 
"o:baci.1230"," "," Poster advertising the Turkish feature film ‘Istanbul sokaklarinda’ ","Poster","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1931 "," "," 546; 540 ","  "," 1 "," baci.1230-IMAGE.1.jpg " 
"o:baci.1231"," "," Turkish film director Metin Erksan (1929–2012) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," "," 546; 540 ","  "," 1 "," baci.1231-IMAGE.1.jpg " 
"o:baci.1232"," "," Turkish film director Muhsin Ertuğrul (1892–1979) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," 1979 "," 546; 540 ","  "," 1 "," baci.1232-IMAGE.1.jpg " 
"o:baci.1233"," "," Set of the Turkish feature film ‘Güneşe Doğru’ ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," 1937 "," "," "," 546; 540 ","  "," 1 "," baci.1233-IMAGE.1.jpg " 
"o:baci.1234"," "," Turkish actress Neyyire Neyir (1902–1943) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," 1943 "," 546; 540 ","  "," 1 "," baci.1234-IMAGE.1.jpg " 
"o:baci.1235"," "," Turkish director Sedat Simavi (1896–1953) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," 1953 "," 546; 540 ","  "," 1 "," baci.1235-IMAGE.1.jpg " 
"o:baci.1236"," "," Still photograph from the Turkish feature film ‘Susuz yaz’ ","Still photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1964 "," "," 546; 540 ","  "," 1 "," baci.1236-IMAGE.1.jpg " 
"o:baci.1237"," "," Poster advertising the Turkish feature film ‘Susuz yaz’ ","Poster","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1964 "," "," 546; 540 ","  "," 1 "," baci.1237-IMAGE.1.jpg " 
"o:baci.1238"," "," Poster advertising the Turkish feature film ‘Umut’ ","Poster","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," 1970 "," "," 546; 540 ","  "," 1 "," baci.1238-IMAGE.1.jpg " 
"o:baci.1239"," "," Yılmaz Güney (1937–1984) ","Photograph","Not specified","TÜRVAK – Türker İnanoğlu Foundation"," "," "," "," 546; 540 ","  "," 1 "," baci.1239-IMAGE.1.jpg " 
"o:baci.1240"," "," The film laboratory of Leon Popescu ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1914 "," 546; 540 ","  "," 1 "," baci.1240-IMAGE.1.jpg " 
"o:baci.1241"," "," ‘Sascha-Film’ in Vienna ","Photograph","Not specified","Arhiva Naţională de Filme"," 1928 "," "," "," 546; 540 ","  "," 1 "," baci.1241-IMAGE.1.jpg " 
"o:baci.1242"," "," ‘Vita-Film’ in Vienna ","Photograph","Not specified","Arhiva Naţională de Filme"," 1926 "," "," "," 546; 540 ","  "," 1 "," baci.1242-IMAGE.1.jpg " 
"o:baci.1243"," "," ‘Vita-Film’ in Vienna ","Photograph","Not specified","Arhiva Naţională de Filme"," 1926 "," "," "," 546; 540 ","  "," 1 "," baci.1243-IMAGE.1.jpg " 
"o:baci.1244"," "," Romanian filmmakers (interwar period) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1244-IMAGE.1.jpg " 
"o:baci.1245"," "," Construction of the ‘Buftea’ film studio in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1952 "," "," 546; 540 ","  "," 1 "," baci.1245-IMAGE.1.jpg " 
"o:baci.1246"," "," Advertisement for the Romanian feature film ‘Lya’ ","Leaflet","Not specified","Arhiva Naţională de Filme"," "," 1927 "," "," 546; 540 ","  "," 1 "," baci.1246-IMAGE.1.jpg " 
"o:baci.1247"," "," Advertisement for the feature film ‘Mata Hari’ ","Leaflet","Not specified","Arhiva Naţională de Filme"," "," 1931 "," "," 546; 540 ","  "," 1 "," baci.1247-IMAGE.1.jpg " 
"o:baci.1248"," "," Advertisement for the feature film ‘Barrabas’ ","Leaflet","Not specified","Arhiva Naţională de Filme"," "," 1919 "," "," 546; 540 ","  "," 1 "," baci.1248-IMAGE.1.jpg " 
"o:baci.1249"," "," Advertisement for the feature film ‘Seventh Heaven’ ","Poster","Not specified","Arhiva Naţională de Filme"," "," 1932 "," "," 546; 540 ","  "," 1 "," baci.1249-IMAGE.1.jpg " 
"o:baci.1250"," "," Advertisement for the Romanian feature film ‘Visul lui Tănase’ ","Poster","Not specified","Arhiva Naţională de Filme"," "," 1932 "," "," 546; 540 ","  "," 1 "," baci.1250-IMAGE.1.jpg " 
"o:baci.1251"," "," Advertisement for the Romanian feature film ‘Visul unei nopţi de iarnă’ ","Poster","Not specified","Arhiva Naţională de Filme"," "," 1946 "," "," 546; 540 ","  "," 1 "," baci.1251-IMAGE.1.jpg " 
"o:baci.1252"," "," The ‘Capitol’ cinema in Timişoara ","Photographs","Not specified","Arhiva Naţională de Filme"," "," 1908 "," "," 546; 540 ","  "," 1 "," baci.1252-IMAGE.1.jpg " 
"o:baci.1253"," "," The ‘Capitol’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 2002 "," "," 546; 540 ","  "," 1 "," baci.1253-IMAGE.1.jpg " 
"o:baci.1254"," "," The ‘Dacia’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1254-IMAGE.1.jpg " 
"o:baci.1255"," "," The ‘Dacia’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1255-IMAGE.1.jpg " 
"o:baci.1256"," "," The ‘Dacia’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1256-IMAGE.1.jpg " 
"o:baci.1257"," "," The summer cinema in Arad ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1257-IMAGE.1.jpg " 
"o:baci.1258"," "," The summer cinema in Arad ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1258-IMAGE.1.jpg " 
"o:baci.1259"," "," The ‘Edison’ cinema ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1259-IMAGE.1.jpg " 
"o:baci.1260"," "," The ‘Festival’ cinema ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1260-IMAGE.1.jpg " 
"o:baci.1261"," "," The ‘Nero’ cinema promoting actor Tom Mix ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1918 "," "," 546; 540 ","  "," 1 "," baci.1261-IMAGE.1.jpg " 
"o:baci.1262"," "," The ‘Patria’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1931 "," "," 546; 540 ","  "," 1 "," baci.1262-IMAGE.1.jpg " 
"o:baci.1263"," "," The ‘Patria’ cinema in Alexandria ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1989 "," 546; 540 ","  "," 1 "," baci.1263-IMAGE.1.jpg " 
"o:baci.1264"," "," The ‘Patria’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1931 "," "," 546; 540 ","  "," 1 "," baci.1264-IMAGE.1.jpg " 
"o:baci.1265"," "," The ‘Patria’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," 1954 "," "," "," 546; 540 ","  "," 1 "," baci.1265-IMAGE.1.jpg " 
"o:baci.1266"," "," The ‘Floreasca’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," 1957 "," "," "," 546; 540 ","  "," 1 "," baci.1266-IMAGE.1.jpg " 
"o:baci.1267"," "," Cinema ‘Corso’ in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1929 "," "," 546; 540 ","  "," 1 "," baci.1267-IMAGE.1.jpg " 
"o:baci.1268"," "," The ‘Bucureşti’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1268-IMAGE.1.jpg " 
"o:baci.1269"," "," The ‘Vasile Roaită’ cinema in Alexandria ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," "," 1989 "," 546; 540 ","  "," 1 "," baci.1269-IMAGE.1.jpg " 
"o:baci.1270"," "," The ‘Corso’ cinema in Bucharest advertises the Hindi feature film ‘Awara’ ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1951 "," "," 546; 540 ","  "," 1 "," baci.1270-IMAGE.1.jpg " 
"o:baci.1271"," "," The Bucharest ‘Scala’ cinema advertises the Romanian feature film ‘Fata Morgana’ ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1982 "," "," 546; 540 ","  "," 1 "," baci.1271-IMAGE.1.jpg " 
"o:baci.1272"," "," Cinema programme in Bucharest in 1974 ","Newspaper","Not specified","Arhiva Naţională de Filme"," 1974 "," "," "," 546; 540 ","  "," 1 "," baci.1272-IMAGE.1.jpg " 
"o:baci.1273"," "," The ‘Patria’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1948 "," 546; 540 ","  "," 1 "," baci.1273-IMAGE.1.jpg " 
"o:baci.1274"," "," Cinema pavilion at the Romanian General Exhibition in Bucharest in 1906 ","Photograph","Not specified","Arhiva Naţională de Filme"," 1906 "," "," "," 546; 540 ","  "," 1 "," baci.1274-IMAGE.1.jpg " 
"o:baci.1275"," "," Plan of the Romanian General Exhibition in Bucharest in 1906 ","Photograph","Not specified","Arhiva Naţională de Filme"," 1906 "," "," "," 546; 540 ","  "," 1 "," baci.1275-IMAGE.1.jpg " 
"o:baci.1276"," "," The ‘23 August’ cinema in Sovata ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1944 "," "," 546; 540 ","  "," 1 "," baci.1276-IMAGE.1.jpg " 
"o:baci.1277"," "," The ‘ARO’ cinema in Bucharest ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1944 "," 546; 540 ","  "," 1 "," baci.1277-IMAGE.1.jpg " 
"o:baci.1278"," "," The ‘Cetate’ summer cinema in Timişoara ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," 1918 "," "," 546; 540 ","  "," 1 "," baci.1278-IMAGE.1.jpg " 
"o:baci.1279"," "," The ‘Gheorghe Gheorghiu-Dej’ cinema in Turnu Măgurele ","Photo postcard","Not specified","Arhiva Naţională de Filme"," "," 1948 "," "," 546; 540 ","  "," 1 "," baci.1279-IMAGE.1.jpg " 
"o:baci.1280"," "," Emblem of the Oficiul Național Cinematografic (O.N.C.) ","Sign","Not specified","Arhiva Naţională de Filme"," "," 1938 "," 1948 "," 546; 540 ","  "," 1 "," baci.1280-IMAGE.1.jpg " 
"o:baci.1281"," "," Grigore Brezeanu (1891–1919) ","Drawing","Not specified","Arhiva Naţională de Filme"," "," "," 1919 "," 546; 540 ","  "," 1 "," baci.1281-IMAGE.1.jpg " 
"o:baci.1282"," "," Dinu Negreanu (1917–2001) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1282-IMAGE.1.jpg " 
"o:baci.1283"," "," Dinu Negreanu (1917–2001) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1283-IMAGE.1.jpg " 
"o:baci.1284"," "," Grigore Brezeanu (1891–1919) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1919 "," 546; 540 ","  "," 1 "," baci.1284-IMAGE.1.jpg " 
"o:baci.1285"," "," Grigore Brezeanu (1891–1919) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1919 "," 546; 540 ","  "," 1 "," baci.1285-IMAGE.1.jpg " 
"o:baci.1286"," "," Janaki Manaki (1878–1954) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1918 "," 546; 540 ","  "," 1 "," baci.1286-IMAGE.1.jpg " 
"o:baci.1287"," "," Ion Filotti Cantacuzino (1908–1975) ","Photograph","Not specified","Arhiva Naţională de Filme"," 1938 "," "," "," 546; 540 ","  "," 1 "," baci.1287-IMAGE.1.jpg " 
"o:baci.1288"," "," Ion Filotti Cantacuzino (1908–1975) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1940 "," 546; 540 ","  "," 1 "," baci.1288-IMAGE.1.jpg " 
"o:baci.1289"," "," Ion Filotti Cantacuzino (1908–1975) and Jean Georgescu (1904–1994) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1940 "," "," 546; 540 ","  "," 1 "," baci.1289-IMAGE.1.jpg " 
"o:baci.1290"," "," Paul Menu (1876–1873) ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," 1900 "," 546; 540 ","  "," 1 "," baci.1290-IMAGE.1.jpg " 
"o:baci.1291"," "," Still photograph from the Romanian feature film ‘Ciuleandra’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1291-IMAGE.1.jpg " 
"o:baci.1292"," "," Still photograph from the Romanian feature film ‘Ciuleandra’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1292-IMAGE.1.jpg " 
"o:baci.1293"," "," First film screening in Romania ","Photograph","Not specified","Arhiva Naţională de Filme"," "," "," "," 546; 540 ","  "," 1 "," baci.1293-IMAGE.1.jpg " 
"o:baci.1294"," "," Still photograph from the German feature film ‘Die Reiter Deutsch-Ostafrikas’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1934 "," "," "," 546; 540 ","  "," 1 "," baci.1294-IMAGE.1.jpg " 
"o:baci.1295"," "," Still photograph from the Romanian feature film ‘Independenţă României’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1912 "," "," "," 546; 540 ","  "," 1 "," baci.1295-IMAGE.1.jpg " 
"o:baci.1296"," "," Still photograph from the German feature film ‘Männer müssen so sein’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1939 "," "," "," 546; 540 ","  "," 1 "," baci.1296-IMAGE.1.jpg " 
"o:baci.1297"," "," Still photograph from the German feature film ‘Zentrale Rio’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1939 "," "," "," 546; 540 ","  "," 1 "," baci.1297-IMAGE.1.jpg " 
"o:baci.1298"," "," Still photograph from the Romanian feature film ‘Alo Bucureşti!’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1944 "," "," "," 546; 540 ","  "," 1 "," baci.1298-IMAGE.1.jpg " 
"o:baci.1299"," "," Still photograph from the Romanian feature film ‘Alo Bucureşti!’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1944 "," "," "," 546; 540 ","  "," 1 "," baci.1299-IMAGE.1.jpg " 
"o:baci.1300"," "," Still photograph from the Romanian feature film ‘Aşa e viaţa’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1928 "," "," "," 546; 540 ","  "," 1 "," baci.1300-IMAGE.1.jpg " 
"o:baci.1301"," "," Still photograph from the Romanian feature film ‘Divertisment de dansuri’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1301-IMAGE.1.jpg " 
"o:baci.1302"," "," Still photograph from the Romanian feature film ‘Ecaterina Teodoroiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1302-IMAGE.1.jpg " 
"o:baci.1303"," "," Still photograph from the Romanian feature film ‘Ecaterina Teodoroiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1303-IMAGE.1.jpg " 
"o:baci.1304"," "," Still photograph from the Romanian feature film ‘Ecaterina Teodoroiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1304-IMAGE.1.jpg " 
"o:baci.1305"," "," Still photograph from the Romanian feature film ‘Focuri sub zăpadă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1941 "," "," "," 546; 540 ","  "," 1 "," baci.1305-IMAGE.1.jpg " 
"o:baci.1306"," "," Still photograph from the Romanian feature film ‘Gogulică ceferist’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1306-IMAGE.1.jpg " 
"o:baci.1307"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1307-IMAGE.1.jpg " 
"o:baci.1308"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1308-IMAGE.1.jpg " 
"o:baci.1309"," "," Still photograph from the Romanian feature film ‘Năzbâtiile lui Haplea’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1948 "," "," "," 546; 540 ","  "," 1 "," baci.1309-IMAGE.1.jpg " 
"o:baci.1310"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1310-IMAGE.1.jpg " 
"o:baci.1311"," "," Still from the Romanian feature ‘Pacat’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1924 "," "," "," 546; 540 ","  "," 1 "," baci.1311-IMAGE.1.jpg " 
"o:baci.1312"," "," Still photograph from the Romanian feature film ‘Piatra lui Osman’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1312-IMAGE.1.jpg " 
"o:baci.1313"," "," Still photograph from the Romanian feature film ‘Prima dragoste’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1932 "," "," "," 546; 540 ","  "," 1 "," baci.1313-IMAGE.1.jpg " 
"o:baci.1314"," "," Still photograph from the Romanian feature film ‘Venea o moara pe Siret’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1314-IMAGE.1.jpg " 
"o:baci.1315"," "," Still photograph from the Romanian feature film ‘Venea o moara pe Siret’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1315-IMAGE.1.jpg " 
"o:baci.1316"," "," Still photograph from the Romanian feature film ‘Visul unei nopţi de iarnă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1946 "," "," "," 546; 540 ","  "," 1 "," baci.1316-IMAGE.1.jpg " 
"o:baci.1317"," "," Still photograph from the Romanian feature film ‘Aşa e viaţa’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1928 "," "," "," 546; 540 ","  "," 1 "," baci.1317-IMAGE.1.jpg " 
"o:baci.1318"," "," Still photograph from the Romanian feature film ‘Aşa e viaţa’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1928 "," "," "," 546; 540 ","  "," 1 "," baci.1318-IMAGE.1.jpg " 
"o:baci.1319"," "," Still photograph from the Romanian feature film ‘Bing-Bang’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1935 "," "," "," 546; 540 ","  "," 1 "," baci.1319-IMAGE.1.jpg " 
"o:baci.1320"," "," Still photograph from the Romanian feature film ‘Datorie şi sacrificiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1926 "," "," "," 546; 540 ","  "," 1 "," baci.1320-IMAGE.1.jpg " 
"o:baci.1321"," "," Still photograph from the Romanian feature film ‘Datorie şi sacrificiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1926 "," "," "," 546; 540 ","  "," 1 "," baci.1321-IMAGE.1.jpg " 
"o:baci.1322"," "," Still photograph from the Romanian feature film ‘Datorie şi sacrificiu’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1926 "," "," "," 546; 540 ","  "," 1 "," baci.1322-IMAGE.1.jpg " 
"o:baci.1323"," "," Still photograph from the Romanian feature film‘Gogulică ceferist’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1930 "," "," "," 546; 540 ","  "," 1 "," baci.1323-IMAGE.1.jpg " 
"o:baci.1324"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1324-IMAGE.1.jpg " 
"o:baci.1325"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1325-IMAGE.1.jpg " 
"o:baci.1326"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1326-IMAGE.1.jpg " 
"o:baci.1327"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1327-IMAGE.1.jpg " 
"o:baci.1328"," "," Still photograph from the Romanian feature film ‘Haiducii’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1929 "," "," "," 546; 540 ","  "," 1 "," baci.1328-IMAGE.1.jpg " 
"o:baci.1329"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1329-IMAGE.1.jpg " 
"o:baci.1330"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1330-IMAGE.1.jpg " 
"o:baci.1331"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1331-IMAGE.1.jpg " 
"o:baci.1332"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1332-IMAGE.1.jpg " 
"o:baci.1333"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1333-IMAGE.1.jpg " 
"o:baci.1334"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1334-IMAGE.1.jpg " 
"o:baci.1335"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1335-IMAGE.1.jpg " 
"o:baci.1336"," "," Still photograph from the Romanian feature film ‘Lache în harem’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1336-IMAGE.1.jpg " 
"o:baci.1337"," "," Still photograph from the Romanian feature film ‘Lya’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1337-IMAGE.1.jpg " 
"o:baci.1338"," "," Still photograph from the Romanian feature film ‘Lya’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1338-IMAGE.1.jpg " 
"o:baci.1339"," "," Still photograph from the Romanian feature film ‘Lya’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1339-IMAGE.1.jpg " 
"o:baci.1340"," "," Still photograph from the Romanian feature film ‘Lya’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1340-IMAGE.1.jpg " 
"o:baci.1341"," "," Poster announcing the Romanian feature film ‘Maiorul Mura’ ","Poster","Not specified","Arhiva Naţională de Filme"," "," 1927 "," "," 546; 540 ","  "," 1 "," baci.1341-IMAGE.1.jpg " 
"o:baci.1342"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1342-IMAGE.1.jpg " 
"o:baci.1343"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1343-IMAGE.1.jpg " 
"o:baci.1344"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1344-IMAGE.1.jpg " 
"o:baci.1345"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1345-IMAGE.1.jpg " 
"o:baci.1346"," "," Still photograph from the Romanian feature film ‘Maiorul Mura’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1927 "," "," "," 546; 540 ","  "," 1 "," baci.1346-IMAGE.1.jpg " 
"o:baci.1347"," "," Still photograph from the Romanian feature film ‘O noapte de pomină’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1939 "," "," "," 546; 540 ","  "," 1 "," baci.1347-IMAGE.1.jpg " 
"o:baci.1348"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1348-IMAGE.1.jpg " 
