"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1" 
"o:siba.4016"," Grdijan, Svetozar  "," Avram Filipović's hardware shop in Uzun Mirko Street ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1940 "," 156; 150; 552; 550; 444; 440; 447 ","  "," 1 "," siba.4016.jpg " 
"o:siba.4017"," Grdijan, Svetozar  "," 'Endurance tour' vehicles parked in front of 'Auto-Omnia' ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 493; 490; 291; 290; 554; 550; 156; 150; 495 ","  "," 1 "," siba.4017.jpg " 
"o:siba.4018"," Grdijan, Svetozar  "," Ladies at a bar ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 275; 270; 292; 290; 540; 548; 562; 560 ","  "," 1 "," siba.4018.jpg " 
"o:siba.4020"," Grdijan, Svetozar  "," Young girls posing in front of a staircase ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1935 "," 877; 870; 292; 290; 302; 300 ","  "," 1 "," siba.4020.jpg " 
"o:siba.4021"," Grdijan, Svetozar  "," Secondary school graduation ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1935 "," 877; 870; 875; 292; 290; 302; 300 ","  "," 1 "," siba.4021.jpg " 
"o:siba.4023"," Grdijan, Svetozar  "," Portrait of the female boxer Koka Cvijić ","Photographic plate","Not specified","Photoarchive Borba"," 1928 "," "," "," 156; 150; 551; 550; 516; 510; 526; 520; 542; 540 ","  "," 1 "," siba.4023.jpg " 
"o:siba.4026"," Grdijan, Svetozar  "," Coachman in front of the 'Ruski Car' hotel ","Photographic plate","Not specified","Photoarchive Borba"," "," 1926 "," 1940 "," 493; 490; 344; 340; 485; 480; 265; 260; 492; 489 ","  "," 1 "," siba.4026.jpg " 
"o:siba.4028"," Grdijan, Svetozar  "," Berliet lorry parked in front of the 'Velauto' garage ","Photographic plate","Not specified","Photoarchive Borba"," 1927 "," "," "," 493; 490; 552; 550; 495; 447; 440; 446 ","  "," 1 "," siba.4028.jpg " 
"o:siba.4029"," Grdijan, Svetozar  "," The Officers' Club building ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 341; 340; 363; 360; 186; 180; 347 ","  "," 1 "," siba.4029.jpg " 
"o:siba.4031"," Grdijan, Svetozar  "," Diplomatic corps in front of the Cathedral ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 292; 290; 554; 550; 648; 640 ","  "," 1 "," siba.4031.jpg " 
"o:siba.4033"," Grdijan, Svetozar  "," Child in a hospital bed ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 750; 758; 855; 850 ","  "," 1 "," siba.4033.jpg " 
"o:siba.4035"," Grdijan, Svetozar  "," Buying chickens on 'Zeleni Venac' Market ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 156; 150; 344; 340; 432; 430; 472; 470 ","  "," 1 "," siba.4035.jpg " 
"o:siba.4038"," Grdijan, Svetozar  "," 'Slava' ceremony for the 'Gvozdeni Puk' Second Infantry Division, 1930 ","Photographic plate","Not specified","Photoarchive Borba"," 1930-04-25 "," "," "," 701; 700; 221; 220; 624; 620; 629; 186; 180; 796; 790 ","  "," 1 "," siba.4038.jpg " 
"o:siba.4039"," Grdijan, Svetozar  "," Dinner reception at the House of the Guard ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 186; 180; 353; 350; 554; 550; 624; 620 ","  "," 1 "," siba.4039.jpg " 
"o:siba.4041"," Grdijan, Svetozar  "," Branislav Nušić feeding poultry ","Photographic plate","Not specified","Photoarchive Borba"," 1934 "," "," "," 231; 230; 551; 550; 156; 150; 554 ","  "," 1 "," siba.4041.jpg " 
"o:siba.4042"," Grdijan, Svetozar  "," Soldiers preparing Christmas trees in Topčider ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1940 "," 186; 180; 221; 220; 314; 310; 461; 460; 708; 700 ","  "," 1 "," siba.4042.jpg " 
"o:siba.4044"," Grdijan, Svetozar  "," Preparing for the lucky draw ","Photographic plate","Not specified","Photoarchive Borba"," 1929-06-16 "," "," "," 525; 520; 353; 350; 344; 340; 301; 300 ","  "," 1 "," siba.4044.jpg " 
"o:siba.4045"," Grdijan, Svetozar  "," The royal box during the first Pan-Soko Rally, 1930 ","Photographic plate","Not specified","Photoarchive Borba"," 1930 "," "," "," 156; 150; 186; 180; 345; 340; 554; 550; 643; 640; 714; 710; 796; 790 ","  "," 1 "," siba.4045.jpg " 
"o:siba.4046"," Grdijan, Svetozar  "," Schoolgirls waiting to depart ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 872; 870; 857; 850; 520; 641; 640 ","  "," 1 "," siba.4046.jpg " 
"o:siba.4047"," Grdijan, Svetozar  "," Female beggar in 'Cvetni trg' ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 344; 340; 156; 150; 735; 730 ","  "," 1 "," siba.4047.jpg " 
"o:siba.4048"," Grdijan, Svetozar  "," French seamen in front of Hotel Imperijal ","Photographic plate","Not specified","Photoarchive Borba"," 1929-02-23 "," "," "," 505; 500; 485; 480; 461; 460; 516; 510 ","  "," 1 "," siba.4048.jpg " 
"o:siba.4054"," Grdijan, Svetozar  "," Well-wishers on the King's birthday in front of the Belgrade Municipality building ","Photographic plate","Not specified","Photoarchive Borba"," 1929-12-16 "," "," "," 292; 290; 554; 550; 561; 560; 641; 640; 485; 480 ","  "," 1 "," siba.4054.jpg " 
"o:siba.4055"," Grdijan, Svetozar  "," Two ladies in front of an airplane ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1940 "," 302; 300; 344; 340; 516; 510; 554; 550 ","  "," 1 "," siba.4055.jpg " 
"o:siba.4056"," Grdijan, Svetozar  "," Enjoying the spring sun in Kalemegdan ","Photographic plate","Not specified","Photoarchive Borba"," 1929 "," "," "," 345; 340; 367; 360; 132; 130 ","  "," 1 "," siba.4056.jpg " 
"o:siba.4057"," Grdijan, Svetozar  "," Nedeljko Savić's paint shop 'Boja Savić' ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 156; 150; 552; 550; 444; 440; 447 ","  "," 1 "," siba.4057.jpg " 
"o:siba.4058"," Grdijan, Svetozar  "," The innkeeper's wife in her bedroom ","Photographic plate","Not specified","Photoarchive Borba"," 1929-03-08 "," "," "," 156; 150; 551; 550; 855; 850; 579; 570; 593; 590 ","  "," 1 "," siba.4058.jpg " 
"o:siba.4062"," Grdijan, Svetozar  "," 'Slava' ceremony of the colonial merchants ","Photographic plate","Not specified","Photoarchive Borba"," 1929-02-12 "," "," "," 438; 430; 221; 220; 353; 350; 796; 790 ","  "," 1 "," siba.4062.jpg " 
"o:siba.4064"," Grdijan, Svetozar  "," Queen Marija and Princess Olga with their children on the Palace balcony ","Photographic plate","Not specified","Photoarchive Borba"," 1930-04-12 "," "," "," 156; 150; 554; 550; 551; 221; 220; 643; 640; 593; 590; 852; 850 ","  "," 1 "," siba.4064.jpg " 
"o:siba.4065"," Grdijan, Svetozar  "," Sleigh ride on the frozen Danube ","Photographic plate","Not specified","Photoarchive Borba"," 1929 "," "," "," 492; 490; 517; 510; 132; 130; 527; 520; 541; 540; 489; 480 ","  "," 1 "," siba.4065.jpg " 
"o:siba.4066"," Grdijan, Svetozar  "," Lumberjacks in a winter landscape ","Photographic plate","Not specified","Photoarchive Borba"," "," 1920 "," 1940 "," 322; 320; 463; 460; 132; 130; 554; 550; 369; 360 ","  "," 1 "," siba.4066.jpg " 
"o:siba.4070"," Grdijan, Svetozar  "," Film set of 'Za čast otadžbine' in Kalemegdan ","Photographic plate","Not specified","Photoarchive Borba"," 1930-01-21 "," "," "," 207; 200; 546; 540; 367; 360; 447; 440 ","  "," 1 "," siba.4070.jpg " 
"o:siba.4081"," Grdijan, Svetozar  "," Belgrade Municipality building ","Photographic plate","Not specified","Photoarchive Borba"," 1928 "," "," "," 341; 340; 186; 180; 344; 653; 650 ","  "," 1 "," siba.4081.jpg " 
"o:siba.4085"," Grdijan, Svetozar  "," The old National Assembly building in winter ","Photographic plate","Not specified","Photoarchive Borba"," 1929 "," "," "," 341; 340; 344; 132; 130; 646; 640 ","  "," 1 "," siba.4085.jpg " 
"o:siba.4097"," Grdijan, Svetozar  "," 'Svetlost' delegation from the Kruševac region in front of the National Theatre ","Photographic plate","Not specified","Photoarchive Borba"," 1930-03-17 "," "," "," 292; 290; 561; 560; 641; 640; 484; 480 ","  "," 1 "," siba.4097.jpg " 
"o:siba.4113"," Grdijan, Svetozar  "," Fireman on the collapsed roof of the 'Kasina' cinema ","Photographic plate","Not specified","Photoarchive Borba"," 1928-12-23 "," "," "," 624; 620; 372; 370; 344; 340; 345 ","  "," 1 "," siba.4113.jpg " 
"o:siba.4129"," Grdijan, Svetozar  "," Kafana scene al fresco ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1941 "," 521; 520; 562; 560; 540; 275; 270 ","  "," 1 "," siba.4129.jpg " 
"o:siba.4150"," Grdijan, Svetozar  "," View of a brewing copper ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1941 "," 274; 270; 348; 340; 415; 410 ","  "," 1 "," siba.4150.jpg " 
"o:siba.4179"," Grdijan, Svetozar  "," Kafana pivnica Proleće ","Photographic plate","Not specified","Photoarchive Borba"," "," 1925 "," 1941 "," 291; 290; 347; 340; 275; 270; 855; 850 ","  "," 1 "," siba.4179.jpg " 
"o:siba.4214"," Grdijan, Svetozar  "," Archpriest Pera Marković blessing an airplane ","Photographic plate","Not specified","Photoarchive Borba"," 1929-07-31 "," "," "," 156; 150; 201; 200; 344; 340; 507; 500; 796; 790 ","  "," 1 "," siba.4214.jpg " 
"o:siba.4788"," Simić, Aleksandar-Aca "," Children listening to orchestra in Kalemegdan ","Photographic negative","Not specified","The Museum of Applied Art"," "," 1930 "," 1940 "," 520; 545; 540; 857; 850 ","  "," 1 "," siba.4788.jpg " 
"o:siba.4789"," Simić, Aleksandar-Aca "," Generator in the old electrical power station ","Photographic negative","Not specified","The Museum of Applied Art"," 1926 "," "," "," 348; 340 ","  "," 1 "," siba.4789.jpg " 
"o:siba.4790"," Simić, Aleksandar-Aca "," Belgrade shoe cleaners ","Photographic negative","Not specified","The Museum of Applied Art"," "," 1925 "," 1935 "," 447; 440; 466; 460; 463; 565; 560; 546; 540 ","  "," 1 "," siba.4790.jpg " 
"o:siba.4791"," Simić, Aleksandar-Aca "," Scene from an art exhibition ","Photographic negative","Not specified","The Museum of Applied Art"," 1940 "," "," "," 292; 290; 543; 540; 560; 565; 300 ","  "," 1 "," siba.4791.jpg " 
"o:siba.4792"," Simić, Aleksandar-Aca "," Couple with bicycle ","Photographic negative","Not specified","The Museum of Applied Art"," "," "," "," 291; 290; 489; 480; 562; 560 ","  "," 1 "," siba.4792.jpg " 
"o:siba.4793"," Simić, Aleksandar-Aca "," Elegant people walking in Kalemegdan Park ","Photographic negative","Not specified","The Museum of Applied Art"," 1927 "," "," "," 292; 290; 517; 510; 565; 560; 103; 100; 854; 850 ","  "," 1 "," siba.4793.jpg " 
"o:siba.4794"," Simić, Aleksandar-Aca "," Car in the snow ","Photographic negative","Not specified","The Museum of Applied Art"," 1930 "," "," "," 132; 130; 493; 490; 344; 340 ","  "," 1 "," siba.4794.jpg " 
"o:siba.4795"," Simić, Aleksandar-Aca "," View of Kalemegdan Park ","Photographic negative","Not specified","The Museum of Applied Art"," "," "," "," 103; 100; 349; 340; 367; 360 ","  "," 1 "," siba.4795.jpg " 
"o:siba.4796"," Simić, Aleksandar-Aca "," Knez Mihailo Street, 1927 ","Photographic negative","Not specified","The Museum of Applied Art"," 1927 "," "," "," 336; 330; 103; 100; 364; 360 ","  "," 1 "," siba.4796.jpg " 
"o:siba.4797"," Simić, Aleksandar-Aca "," Knez Mihailo's Memorial from above ","Photographic negative","Not specified","The Museum of Applied Art"," "," 1929 "," 1935 "," 103; 100; 349; 340 ","  "," 1 "," siba.4797.jpg " 
"o:siba.4815"," Simić, Aleksandar-Aca "," Removal Day ","Photographic negative","Not specified","The Museum of Applied Art"," 1930 "," "," "," 352; 350; 103; 100; 492; 490; 463; 460; 427; 420 ","  "," 1 "," siba.4815.jpg " 
"o:siba.4848"," Akšamija, Alija M. "," Alija M. Akšamija in a ‘Bugatti’ ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 554; 550; 493; 490; 485; 480; 883; 880; 291; 290 ","  "," 1 "," siba.4848.jpg " 
"o:siba.4849"," "," Portrait of Alija M. Akšamija as an apprentice ","Carte de visite","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 882; 880; 291; 290; 870 ","  "," 1 "," siba.4849.jpg " 
"o:siba.4850"," Jakush, Franc Franjo "," Portrait of Alija M. Akšamija as a schoolboy ","Carte de visite","Not specified","Mehmed A. Akšamija"," 1929 "," "," "," 291; 290; 870; 850 ","  "," 2 "," siba.4850.jpg " 
"o:siba.4851"," Akšamija, Alija M. "," Two Bosniak ladies in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 562; 560; 103; 100; 291; 290 ","  "," 1 "," siba.4851.jpg " 
"o:siba.4852"," Akšamija, Alija M. "," Young lady in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 103; 100; 291; 290; 562; 560; 883; 880 ","  "," 1 "," siba.4852.jpg " 
"o:siba.4854"," Akšamija, Alija M. "," Bosniak gentleman in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 291; 290; 560; 463; 460 ","  "," 1 "," siba.4854.jpg " 
"o:siba.4856"," Akšamija, Alija M. "," Boy and four Bosniak ladies in Bistrik ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 291; 290; 593; 590; 562; 560 ","  "," 1 "," siba.4856.jpg " 
"o:siba.4857"," Akšamija, Alija M. "," Young lady in Baščaršija I ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 291; 290; 346; 340; 461; 460; 563; 560 ","  "," 1 "," siba.4857.jpg " 
"o:siba.4858"," Akšamija, Alija M. "," Young lady in Baščaršija II ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 291; 290; 341; 340; 346; 461; 460; 563; 560 ","  "," 1 "," siba.4858.jpg " 
"o:siba.4859"," Akšamija, Alija M. "," Catholic peasant couple in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 301; 300; 346; 340; 563; 560 ","  "," 1 "," siba.4859.jpg " 
"o:siba.4860"," Akšamija, Alija M. "," Two girls in Sokbunar ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560; 872; 870 ","  "," 1 "," siba.4860.jpg " 
"o:siba.4861"," Akšamija, Alija M. "," In front of a car mechanic’s workshop ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 565; 560; 493; 490; 401; 400; 460 ","  "," 1 "," siba.4861.jpg " 
"o:siba.4862"," Akšamija, Alija M. "," Ladies' private teferič, Rogatica ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 292; 290; 301; 300; 534; 530; 561; 560 ","  "," 1 "," siba.4862.jpg " 
"o:siba.4863"," Akšamija, Alija M. "," Day labourers sitting on a lawn ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 464; 460; 291; 290 ","  "," 1 "," siba.4863.jpg " 
"o:siba.4864"," Akšamija, Alija M. "," Fruit vendor in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 103; 100; 292; 290; 461; 460; 561; 560; 565 ","  "," 1 "," siba.4864.jpg " 
"o:siba.4865"," Akšamija, Alija M. "," Day labourers at Sebilj Fountain I ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 103; 100; 292; 290; 341; 340; 461; 460; 561; 560; 563; 564 ","  "," 1 "," siba.4865.jpg " 
"o:siba.4866"," Akšamija, Alija M. "," Day labourers at Sebilj Fountain II ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 103; 100; 292; 290; 341; 340; 461; 460; 564; 560 ","  "," 1 "," siba.4866.jpg " 
"o:siba.4867"," Akšamija, Alija M. "," Roma woman with a child on a mule ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 492; 490; 231; 230; 292; 290; 461; 460; 563; 560; 565 ","  "," 1 "," siba.4867.jpg " 
"o:siba.4868"," Akšamija, Alija M. "," Day labourers resting in a kahva ","Photograph","Not specified","Mehmed A. Akšamija"," 1938 "," "," "," 272; 270; 292; 290; 301; 300; 461; 460; 517; 510; 521; 520; 565; 560 ","  "," 1 "," siba.4868.jpg " 
"o:siba.4869"," Akšamija, Alija M. "," Lady with a parasol in Mihrivode ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 301; 300; 562; 560; 771; 770 ","  "," 1 "," siba.4869.jpg " 
"o:siba.4870"," Akšamija, Alija M. "," Mahala fashion ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 562; 560; 563 ","  "," 1 "," siba.4870.jpg " 
"o:siba.4871"," Akšamija, Alija M. "," Funeral procession in Sargadžije ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560; 764; 760; 771; 770; 788; 780 ","  "," 1 "," siba.4871.jpg " 
"o:siba.4872"," Akšamija, Alija M. "," Catholic peasant girl in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 301; 300; 563; 560 ","  "," 1 "," siba.4872.jpg " 
"o:siba.4873"," Akšamija, Alija M. "," Catholic peasants in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560 ","  "," 1 "," siba.4873.jpg " 
"o:siba.4874"," Akšamija, Alija M. "," Catholic peasant youths at the tram station ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560 ","  "," 1 "," siba.4874.jpg " 
"o:siba.4875"," Akšamija, Alija M. "," Catholic peasant and girl in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560; 301; 300 ","  "," 1 "," siba.4875.jpg " 
"o:siba.4876"," Akšamija, Alija M. "," Two ladies in a garden ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 292; 290; 301; 300; 565; 560 ","  "," 1 "," siba.4876.jpg " 
"o:siba.4877"," Akšamija, Alija M. "," Girls at the window ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 561; 560 ","  "," 1 "," siba.4877.jpg " 
"o:siba.4878"," Akšamija, Alija M. "," In front of the family home ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 563; 560; 489; 480 ","  "," 1 "," siba.4878.jpg " 
"o:siba.4879"," Akšamija, Alija M. "," Orthodox peasant in Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 346; 340; 461; 460; 563; 560 ","  "," 1 "," siba.4879.jpg " 
"o:siba.4880"," Akšamija, Alija M. "," Baščaršija market scene with an orthodox man ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 461; 460; 561; 560; 563; 735; 730 ","  "," 1 "," siba.4880.jpg " 
"o:siba.4881"," Akšamija, Alija M. "," Street scene featuring the Vijećnica and Bijela Tabija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," ","  ","  "," 1 "," siba.4881.jpg " 
"o:siba.4882"," Akšamija, Alija M. "," Panorama featuring the Vijećnica and Hrvatin ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," ","  ","  "," 1 "," siba.4882.jpg " 
"o:siba.4883"," Akšamija, Alija M. "," Šeher-Čehajina Bridge and Alifakovac in summer ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," ","  ","  "," 1 "," siba.4883.jpg " 
"o:siba.4884"," Akšamija, Alija M. "," Šeher-Čehajina Bridge and Alifakovac in winter ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," ","  ","  "," 1 "," siba.4884.jpg " 
"o:siba.4885"," Akšamija, Alija M. "," Kafana and vantage point in Babića Bašča in summer ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 344 ","  "," 1 "," siba.4885.jpg " 
"o:siba.4886"," Akšamija, Alija M. "," Kafana and vantage point in Babića Bašča in winter ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 344 ","  "," 1 "," siba.4886.jpg " 
"o:siba.4887"," Akšamija, Alija M. "," View of the Vijećnica from the north, in summer ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 132; 130; 341; 340; 344; 346 ","  "," 1 "," siba.4887.jpg " 
"o:siba.4888"," Akšamija, Alija M. "," View of the Vijećnica from the north, in winter ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 132; 130; 341; 340; 344; 346 ","  "," 1 "," siba.4888.jpg " 
"o:siba.4889"," Akšamija, Alija M. "," Vijećnica staircase and hall ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 341; 340; 344; 351; 350 ","  "," 1 "," siba.4889.jpg " 
"o:siba.4890"," Akšamija, Alija M. "," View from the Vijećnica balcony ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 344 ","  "," 1 "," siba.4890.jpg " 
"o:siba.4891"," Akšamija, Alija M. "," View of the Vijećnica from the corner of Inat Kuća ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 291; 290; 292; 341; 340; 344; 562; 560; 563; 593; 590 ","  "," 1 "," siba.4891.jpg " 
"o:siba.4892"," Akšamija, Alija M. "," View of Sarajevo’s old town from Logavina Ulica I ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 346 ","  "," 1 "," siba.4892.jpg " 
"o:siba.4893"," Akšamija, Alija M. "," View of Sarajevo’s old town from Logavina Ulica II ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 346 ","  "," 1 "," siba.4893.jpg " 
"o:siba.4894"," Akšamija, Alija M. "," View of Begova Džamija and Sahat Kula ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 346 ","  "," 1 "," siba.4894.jpg " 
"o:siba.4895"," Akšamija, Alija M. "," Sarajevo minarets ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 341; 340; 346; 778; 770; 788; 780 ","  "," 1 "," siba.4895.jpg " 
"o:siba.4896"," Akšamija, Alija M. "," Panorama of Baščaršija ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 341; 340; 346 ","  "," 1 "," siba.4896.jpg " 
"o:siba.4897"," Akšamija, Alija M. "," Panorama of Mahmutovac ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130 ","  "," 1 "," siba.4897.jpg " 
"o:siba.4898"," Akšamija, Alija M. "," Panorama of Vratnik ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130 ","  "," 1 "," siba.4898.jpg " 
"o:siba.4899"," Akšamija, Alija M. "," Passers-by in Kralja Petra Street ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 237; 230; 461; 460; 563; 560 ","  "," 1 "," siba.4899.jpg " 
"o:siba.4900"," Akšamija, Alija M. "," Roma man with Sarajevo panorama ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 292; 290; 341; 340; 343; 563; 560 ","  "," 1 "," siba.4900.jpg " 
"o:siba.4901"," Akšamija, Alija M. "," Street scene in Kujundžiluk ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 463; 460 ","  "," 1 "," siba.4901.jpg " 
"o:siba.4902"," Akšamija, Alija M. "," Roma man and boy in Kralja Petra Street ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 461; 460; 563; 560 ","  "," 1 "," siba.4902.jpg " 
"o:siba.4903"," Akšamija, Alija M. "," Passers-by in front of greengrocer's shop ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 326; 320; 463; 460; 563; 560 ","  "," 1 "," siba.4903.jpg " 
"o:siba.4904"," Akšamija, Alija M. "," Baščaršija cattle dealer in motion ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 231; 230; 461; 460 ","  "," 1 "," siba.4904.jpg " 
"o:siba.4905"," Akšamija, Alija M. "," Bosniak woman passing Višegrad Gate ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 341; 340; 342; 563; 560 ","  "," 1 "," siba.4905.jpg " 
"o:siba.4906"," Akšamija, Alija M. "," 'Ghost' in front of a bazaar shop ","Photograph","Not specified","Mehmed A. Akšamija"," 1939 "," "," "," 103; 100; 131; 130; 292; 290; 295; 461; 460 ","  "," 1 "," siba.4906.jpg "
