"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18" 
"o:vismig.m.2050.16","Ritopečki, Jovan"," Woman polishing part of a skiing shoe "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2050_img33.jpg "," 2050_img34.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.17","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2050_img35.jpg "," 2050_img36.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.2","Ritopečki, Jovan"," Man with a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2050_img3.jpg "," 2050_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.3","Ritopečki, Jovan"," Man working on skiing shoes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 4 "," 2050_img5.jpg "," 2050_img6.jpg "," 2050_img7.jpg "," 2050_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.4","Ritopečki, Jovan"," People in the cafeteria "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2050_img9.jpg "," 2050_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.5","Ritopečki, Jovan"," Women in the cafeteria "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2050_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.6","Ritopečki, Jovan"," Three women in bathroom "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2050_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.7","Ritopečki, Jovan"," Two women and a skiing shoe "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2050_img13.jpg "," 2050_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.8","Ritopečki, Jovan"," Women working on skiing shoes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 4 "," 2050_img15.jpg "," 2050_img16.jpg "," 2050_img17.jpg "," 2050_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.9","Ritopečki, Jovan"," Woman next to a seated worker "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2050_img19.jpg "," 2050_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.1","Ritopečki, Jovan"," Man writing at his desk "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018 "," 3 "," 2051_img1.jpg "," 2051_img2.jpg "," 2051_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.2","Ritopečki, Jovan"," Man talking to workers "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 3 "," 2051_img4.jpg "," 2051_img5.jpg "," 2051_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.3","Ritopečki, Jovan"," Portrait of a man in work coat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 1 "," 2051_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.4","Ritopečki, Jovan"," Man talking to other men "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 1 "," 2051_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.5","Ritopečki, Jovan"," Man sitting on work surface "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 2 "," 2051_img9.jpg "," 2051_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.6","Ritopečki, Jovan"," Workers sitting and talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 2 "," 2051_img11.jpg "," 2051_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.7","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 1 "," 2051_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2051.8","Ritopečki, Jovan"," Workers voting "," Photographic negative ","  ",NL Jovan Ritopečki"," 1974-01-15 "," "," ","  "," S002; S018; S027 "," 1 "," 2051_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.1","Ritopečki, Jovan"," Portrait of a man in costume "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S021 "," 2 "," 2052_img1.jpg "," 2052_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.10","Ritopečki, Jovan"," Parents with two boys "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S007; S013; S021 "," 1 "," 2052_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.11","Ritopečki, Jovan"," Young woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009 "," 2 "," 2052_img19.jpg "," 2052_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.12","Ritopečki, Jovan"," Man next to a car "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S021 "," 3 "," 2052_img21.jpg "," 2052_img22.jpg "," 2052_img23.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.13","Ritopečki, Jovan"," Portrait of woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009 "," 16 "," 2052_img24.jpg "," 2052_img25.jpg "," 2052_img26.jpg "," 2052_img27.jpg "," 2052_img28.jpg "," 2052_img29.jpg "," 2052_img30.jpg "," 2052_img31.jpg "," 2052_img32.jpg "," 2052_img33.jpg "," 2052_img34.jpg "," 2052_img35.jpg "," 2052_img36.jpg "," 2052_img37.jpg "," 2052_img38.jpg "," 2052_img39.jpg "," "," " 
"o:vismig.m.2052.14","Ritopečki, Jovan"," Young man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018 "," 6 "," 2052_img40.jpg "," 2052_img41.jpg "," 2052_img42.jpg "," 2052_img43.jpg "," 2052_img44.jpg "," 2052_img45.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.15","Ritopečki, Jovan"," Woman in turtle-neck blouse "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009 "," 2 "," 2052_img46.jpg "," 2052_img47.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.2","Ritopečki, Jovan"," Portrait of a man with mustache "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S021 "," 2 "," 2052_img3.jpg "," 2052_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.3","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S021 "," 1 "," 2052_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.4","Ritopečki, Jovan"," A couple in the park "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S012; S021; S030 "," 1 "," 2052_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.5","Ritopečki, Jovan"," Portrait of a girl "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009; S012; S030 "," 3 "," 2052_img7.jpg "," 2052_img8.jpg "," 2052_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.6","Ritopečki, Jovan"," Portrait of a young man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S012; S018; S030 "," 2 "," 2052_img10.jpg "," 2052_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.7","Ritopečki, Jovan"," Portrait of a young woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009; S030 "," 3 "," 2052_img12.jpg "," 2052_img13.jpg "," 2052_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.8","Ritopečki, Jovan"," Portrait of a young man with mustache "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S030 "," 1 "," 2052_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2052.9","Ritopečki, Jovan"," Couple "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S012; S021; S030 "," 2 "," 2052_img16.jpg "," 2052_img17.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.1","Ritopečki, Jovan"," Group of women watching TV "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010 "," 1 "," 2053_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.2","Ritopečki, Jovan"," Group of women socializing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010 "," 1 "," 2053_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.3","Ritopečki, Jovan"," Woman smiling "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010 "," 2 "," 2053_img23.jpg "," 2053_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.4","Ritopečki, Jovan"," Seven women socializing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010 "," 3 "," 2053_img25.jpg "," 2053_img26.jpg "," 2053_img27.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.5","Ritopečki, Jovan"," Woman operating a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 3 "," 2053_img28.jpg "," 2053_img29.jpg "," 2053_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.6","Ritopečki, Jovan"," Man and woman at work "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 1 "," 2053_img31.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.7","Ritopečki, Jovan"," Woman works on a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 2 "," 2053_img32.jpg "," 2053_img33.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2053.8","Ritopečki, Jovan"," Young woman works on a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 4 "," 2053_img34.jpg "," 2053_img35.jpg "," 2053_img36.jpg "," 2053_img37.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.1","Ritopečki, Jovan"," Young woman works on a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 5 "," 2054_img38.jpg "," 2054_img39.jpg "," 2054_img40.jpg "," 2054_img41.jpg "," 2054_img42.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.10","Ritopečki, Jovan"," House with a lawn "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S037 "," 1 "," 2054_img69.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.11","Ritopečki, Jovan"," Three women in front of a house "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010; S037 "," 3 "," 2054_img70.jpg "," 2054_img71.jpg "," 2054_img72.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.12","Ritopečki, Jovan"," Group of young people outside "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 3 "," 2054_img73.jpg "," 2054_img74.jpg "," 2054_img75.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.13","Ritopečki, Jovan"," Large group of people having lunch in a mensa "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 1 "," 2054_img76.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.2","Ritopečki, Jovan"," Men waiting in line for a medical exam "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S039 "," 3 "," 2054_img43.jpg "," 2054_img44.jpg "," 2054_img45.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.3","Ritopečki, Jovan"," Rentgen exam of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S039 "," 1 "," 2054_img46.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.4","Ritopečki, Jovan"," Man operating an automated system "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 4 "," 2054_img47.jpg "," 2054_img48.jpg "," 2054_img49.jpg "," 2054_img50.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.5","Ritopečki, Jovan"," Young man posing next to an automated system "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 2 "," 2054_img51.jpg "," 2054_img52.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.6","Ritopečki, Jovan"," Man with mustache working on a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 6 "," 2054_img53.jpg "," 2054_img54.jpg "," 2054_img55.jpg "," 2054_img56.jpg "," 2054_img57.jpg "," 2054_img58.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.7","Ritopečki, Jovan"," Woman working on a machine with textile "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 3 "," 2054_img59.jpg "," 2054_img60.jpg "," 2054_img61.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.8","Ritopečki, Jovan"," Woman working on a threading machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S009 "," 3 "," 2054_img62.jpg "," 2054_img63.jpg "," 2054_img64.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2054.9","Ritopečki, Jovan"," Two women spending free time together "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010; S025; S037 "," 4 "," 2054_img65.jpg "," 2054_img66.jpg "," 2054_img67.jpg "," 2054_img68.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.1","Ritopečki, Jovan"," Group of people having lunch in mensa "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 2 "," 2055_img77.jpg "," 2055_img78.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.2","Ritopečki, Jovan"," Five men having lunch in mensa "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 2 "," 2055_img79.jpg "," 2055_img80.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.3","Ritopečki, Jovan"," People having lunch in mensa "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 3 "," 2055_img81.jpg "," 2055_img82.jpg "," 2055_img83.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.4","Ritopečki, Jovan"," Man in suit talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S018 "," 5 "," 2055_img84.jpg "," 2055_img85.jpg "," 2055_img86.jpg "," 2055_img87.jpg "," 2055_img88.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.5","Ritopečki, Jovan"," Two men talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S018 "," 1 "," 2055_img89.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2055.6","Ritopečki, Jovan"," Man in office "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S018 "," 2 "," 2055_img90.jpg "," 2055_img91.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2056.1","Ritopečki, Jovan"," Man is looking at a shop window "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S018 "," 4 "," 2056_img92.jpg "," 2056_img93.jpg "," 2056_img94.jpg "," 2056_img95.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2056.2","Ritopečki, Jovan"," Man talking to two sunbathing men "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S018; S021 "," 4 "," 2056_img96.jpg "," 2056_img97.jpg "," 2056_img98.jpg "," 2056_img99.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2056.3","Ritopečki, Jovan"," Man seated on the ground "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S018; S021 "," 2 "," 2056_img100.jpg "," 2056_img101.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2056.4","Ritopečki, Jovan"," Man using a shoe polishing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S018 "," 3 "," 2056_img102.jpg "," 2056_img103.jpg "," 2056_img104.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2057.1","Ritopečki, Jovan"," Driving course session "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S006 "," 2 "," 2057_img3.jpg "," 2057_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2057.2","Ritopečki, Jovan"," Group of people attending driving course "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S006 "," 2 "," 2057_img5.jpg "," 2057_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2058.1","Ritopečki, Jovan"," Course attendants listen to lecture "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S006; S018 "," 3 "," 2058_img7.jpg "," 2058_img8.jpg "," 2058_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2058.2","Ritopečki, Jovan"," Instructor talking to attendants "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S006; S018 "," 1 "," 2058_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2058.3","Ritopečki, Jovan"," Course attendant during session "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S006; S018 "," 2 "," 2058_img11.jpg "," 2058_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.1","Ritopečki, Jovan"," Young people are reading magasines "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S012 "," 1 "," 2059_img1.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.2","Ritopečki, Jovan"," Two persons play chess "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 2 "," 2059_img2.jpg "," 2059_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.3","Ritopečki, Jovan"," Ten people are chatting at a table "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 3 "," 2059_img4.jpg "," 2059_img5.jpg "," 2059_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.4","Ritopečki, Jovan"," People in the club "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 1 "," 2059_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.5","Ritopečki, Jovan"," Four persons around a game of chess "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 6 "," 2059_img8.jpg "," 2059_img9.jpg "," 2059_img10.jpg "," 2059_img11.jpg "," 2059_img12.jpg "," 2059_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2059.6","Ritopečki, Jovan"," Group of people are chatting over drinks "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010 "," 3 "," 2059_img14.jpg "," 2059_img15.jpg "," 2059_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2060.1","Ritopečki, Jovan"," Man sitting on a table and posing "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1971 ","  "," S010; S018 "," 2 "," 2060_img7.jpg "," 2060_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2060.2","Ritopečki, Jovan"," A child and a man play Mensch ärgere Dich nicht "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1971 ","  "," S007 "," 2 "," 2060_img9.jpg "," 2060_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2060.3","Ritopečki, Jovan"," Profile of a woman "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1971 ","  "," S009 "," 2 "," 2060_img11.jpg "," 2060_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2060.4","Ritopečki, Jovan"," Six men seated around a table "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1971 ","  "," S018 "," 1 "," 2060_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2060.5","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1971 ","  "," S018 "," 3 "," 2060_img14.jpg "," 2060_img15.jpg "," 2060_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.1","Ritopečki, Jovan"," Woman and man on a staircase "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S025; S037 "," 2 "," 2061_img1.jpg "," 2061_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.2","Ritopečki, Jovan"," Woman dusting a staircase fence "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009; S025; S037 "," 2 "," 2061_img3.jpg "," 2061_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.3","Ritopečki, Jovan"," Two men looking at info-board "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S018; S037 "," 1 "," 2061_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.4","Ritopečki, Jovan"," Woman in front of postal boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S037 "," 2 "," 2061_img6.jpg "," 2061_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.5","Ritopečki, Jovan"," Man at building’s doorstep "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S018; S025; S037 "," 1 "," 2061_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.6","Ritopečki, Jovan"," Young woman is opening/closing a door "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S009; S025; S037 "," 4 "," 2061_img9.jpg "," 2061_img10.jpg "," 2061_img19.jpg "," 2061_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.7","Ritopečki, Jovan"," Man, woman and a boy "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S025; S037 "," 4 "," 2061_img21.jpg "," 2061_img22.jpg "," 2061_img23.jpg "," 2061_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2061.8","Ritopečki, Jovan"," Young woman holding a baby "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S009; S025; S037 "," 2 "," 2061_img25.jpg "," 2061_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
