"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18" 
"o:vismig.m.2025.1","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1973 ","  "," S010; S018; S036 "," 7 "," 2025_img1.jpg "," 2025_img2.jpg "," 2025_img3.jpg "," 2025_img4.jpg "," 2025_img5.jpg "," 2025_img6.jpg "," 2025_img7.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2025.2","Ritopečki, Jovan"," Man at the bar "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1973 ","  "," S010; S018; S036 "," 4 "," 2025_img8.jpg "," 2025_img9.jpg "," 2025_img10.jpg "," 2025_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2025.3","Ritopečki, Jovan"," Woman serving drinks "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1972 "," 1973 ","  "," S010; S036 "," 8 "," 2025_img12.jpg "," 2025_img13.jpg "," 2025_img14.jpg "," 2025_img15.jpg "," 2025_img16.jpg "," 2025_img17.jpg "," 2025_img18.jpg "," 2025_img19.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2026.1","Ritopečki, Jovan"," Group performing traditional dance "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S008; S010; S020; S021 "," 6 "," 2026_img16.jpg "," 2026_img17.jpg "," 2026_img18.jpg "," 2026_img19.jpg "," 2026_img20.jpg "," 2026_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2026.2","Ritopečki, Jovan"," Mother with baby on her back "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S008; S009; S010; S021 "," 2 "," 2026_img22.jpg "," 2026_img23.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2026.3","Ritopečki, Jovan"," Man dancing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S008; S010; S018; S020; S021 "," 1 "," 2026_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2026.4","Ritopečki, Jovan"," Big groups having picknicks "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S008; S010; S021 "," 3 "," 2026_img25.jpg "," 2026_img26.jpg "," 2026_img27.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2026.5","Ritopečki, Jovan"," Snail on a poster "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S021 "," 3 "," 2026_img28.jpg "," 2026_img29.jpg "," 2026_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.1","Ritopečki, Jovan"," People shoveling snow in the street "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 3 "," 2027_img1.jpg "," 2027_img2.jpg "," 2027_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.2","Ritopečki, Jovan"," Portrait of a man with a shovel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 3 "," 2027_img4.jpg "," 2027_img5.jpg "," 2027_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.3","Ritopečki, Jovan"," Men pushing a cart filled with snow "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 2 "," 2027_img7.jpg "," 2027_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.4","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 4 "," 2027_img9.jpg "," 2027_img10.jpg "," 2027_img11.jpg "," 2027_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.5","Ritopečki, Jovan"," Men throwing snow in the sewers "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 1 "," 2027_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.6","Ritopečki, Jovan"," Men loading a truck with snow "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 1 "," 2027_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2027.7","Ritopečki, Jovan"," Portrait of a man in front of truck "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018; S021 "," 4 "," 2027_img15.jpg "," 2027_img16.jpg "," 2027_img17.jpg "," 2027_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.1","Ritopečki, Jovan"," Workers playing cards "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 1 "," 2028_img1.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.2","Ritopečki, Jovan"," Man working on a metal object "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 2 "," 2028_img2.jpg "," 2028_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.3","Ritopečki, Jovan"," Man posing at his workstation "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 1 "," 2028_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.4","Ritopečki, Jovan"," Man working with a big maschine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 3 "," 2028_img5.jpg "," 2028_img6.jpg "," 2028_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.5","Ritopečki, Jovan"," Man working with maschine and fluids "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 3 "," 2028_img8.jpg "," 2028_img9.jpg "," 2028_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.6","Ritopečki, Jovan"," Man working wth small metalic objects "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S018 "," 6 "," 2028_img11.jpg "," 2028_img12.jpg "," 2028_img13.jpg "," 2028_img14.jpg "," 2028_img15.jpg "," 2028_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.7","Ritopečki, Jovan"," Master and group of apprentices "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S012; S018 "," 2 "," 2028_img17.jpg "," 2028_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2028.8","Ritopečki, Jovan"," Master and his apprentice at work "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S002; S012; S018 "," 8 "," 2028_img19.jpg "," 2028_img20.jpg "," 2028_img21.jpg "," 2028_img22.jpg "," 2028_img23.jpg "," 2028_img24.jpg "," 2028_img25.jpg "," 2028_img26.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.1","Ritopečki, Jovan"," Men talking around a package "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 6 "," 2029_img1.jpg "," 2029_img2.jpg "," 2029_img3.jpg "," 2029_img4.jpg "," 2029_img5.jpg "," 2029_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.10","Ritopečki, Jovan"," Man posing in front of building and car "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 1 "," 2029_img36.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.2","Ritopečki, Jovan"," Man controlling work material "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 4 "," 2029_img7.jpg "," 2029_img8.jpg "," 2029_img9.jpg "," 2029_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.3","Ritopečki, Jovan"," Fire extinguisher and no smoking inscription "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002 "," 3 "," 2029_img11.jpg "," 2029_img12.jpg "," 2029_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.4","Ritopečki, Jovan"," Woman working in factory "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 5 "," 2029_img14.jpg "," 2029_img15.jpg "," 2029_img16.jpg "," 2029_img17.jpg "," 2029_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.5","Ritopečki, Jovan"," Man and woman talking at the work station "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002 "," 2 "," 2029_img19.jpg "," 2029_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.6","Ritopečki, Jovan"," Woman posing at her workstation "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 4 "," 2029_img21.jpg "," 2029_img22.jpg "," 2029_img23.jpg "," 2029_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.7","Ritopečki, Jovan"," Man and woman talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002 "," 2 "," 2029_img25.jpg "," 2029_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.8","Ritopečki, Jovan"," Woman with material in hands "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 5 "," 2029_img27.jpg "," 2029_img28.jpg "," 2029_img29.jpg "," 2029_img30.jpg "," 2029_img31.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2029.9","Ritopečki, Jovan"," Woman working on machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 4 "," 2029_img32.jpg "," 2029_img33.jpg "," 2029_img34.jpg "," 2029_img35.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.1","Ritopečki, Jovan"," Man posing in front of building "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 1 "," 2030_img40.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.2","Ritopečki, Jovan"," People leaving the factory "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S021 "," 6 "," 2030_img41.jpg "," 2030_img42.jpg "," 2030_img43.jpg "," 2030_img44.jpg "," 2030_img45.jpg "," 2030_img46.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.3","Ritopečki, Jovan"," Four women talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009; S010; S021 "," 3 "," 2030_img47.jpg "," 2030_img48.jpg "," 2030_img49.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.4","Ritopečki, Jovan"," Woman on a bicycle talking to other woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S010; S021 "," 2 "," 2030_img50.jpg "," 2030_img51.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.5","Ritopečki, Jovan"," Four men in front of shop "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S010; S014; S021 "," 4 "," 2030_img52.jpg "," 2030_img53.jpg "," 2030_img54.jpg "," 2030_img55.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2030.6","Ritopečki, Jovan"," Family at home "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S007; S025; S037 "," 7 "," 2030_img56.jpg "," 2030_img57.jpg "," 2030_img58.jpg "," 2030_img59.jpg "," 2030_img60.jpg "," 2030_img61.jpg "," 2030_img62.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2031.1","Ritopečki, Jovan"," Men and women leaving the factory "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S021 "," 5 "," 2031_img64.jpg "," 2031_img65.jpg "," 2031_img66.jpg "," 2031_img67.jpg "," 2031_img68.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.1","Ritopečki, Jovan"," Woman putting biscuits in boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 5 "," 2032_img12.jpg "," 2032_img13.jpg "," 2032_img14.jpg "," 2032_img15.jpg "," 2032_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.10","Ritopečki, Jovan"," Woman working on a biscuit cutting machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 2 "," 2032_img39.jpg "," 2032_img40.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.2","Ritopečki, Jovan"," Young woman working with biscuit boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 2 "," 2032_img17.jpg "," 2032_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.3","Ritopečki, Jovan"," Two women working with biscuit boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 2 "," 2032_img19.jpg "," 2032_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.4","Ritopečki, Jovan"," Young woman handling biscuit boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 1 "," 2032_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.5","Ritopečki, Jovan"," Women putting biscuits in boxes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 4 "," 2032_img22.jpg "," 2032_img23.jpg "," 2032_img24.jpg "," 2032_img25.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.6","Ritopečki, Jovan"," Young woman working with biscuits "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S009 "," 1 "," 2032_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.7","Ritopečki, Jovan"," Man working with food maschine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 6 "," 2032_img27.jpg "," 2032_img28.jpg "," 2032_img29.jpg "," 2032_img30.jpg "," 2032_img31.jpg "," 2032_img32.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.8","Ritopečki, Jovan"," Biscuits on a lane "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002 "," 2 "," 2032_img33.jpg "," 2032_img34.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2032.9","Ritopečki, Jovan"," Man working with pipes and aparat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S002; S018 "," 4 "," 2032_img35.jpg "," 2032_img36.jpg "," 2032_img37.jpg "," 2032_img38.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.1","Ritopečki, Jovan"," A man is showing/giving a newspaper to people "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S010; S017; S021 "," 5 "," 2033_img1.jpg "," 2033_img2.jpg "," 2033_img3.jpg "," 2033_img4.jpg "," 2033_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.2","Ritopečki, Jovan"," Man holding up a nespaper "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S010; S017; S021 "," 2 "," 2033_img6.jpg "," 2033_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.3","Ritopečki, Jovan"," Man promoting newspaper to groups of people "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S017; S021 "," 8 "," 2033_img8.jpg "," 2033_img9.jpg "," 2033_img10.jpg "," 2033_img11.jpg "," 2033_img12.jpg "," 2033_img13.jpg "," 2033_img14.jpg "," 2033_img15.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.4","Ritopečki, Jovan"," Three men reading a newspaper "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S017; S021 "," 2 "," 2033_img16.jpg "," 2033_img17.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.5","Ritopečki, Jovan"," Man selling newspaper "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S017; S021; S038 "," 3 "," 2033_img18.jpg "," 2033_img20.jpg "," 2033_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2033.6","Ritopečki, Jovan"," Men with laguage next to a bus "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S021; S038 "," 3 "," 2033_img22.jpg "," 2033_img23.jpg "," 2033_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2034.1","Ritopečki, Jovan"," People playing table football "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S021; S035 "," 3 "," 2034_img5.jpg "," 2034_img6.jpg "," 2034_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2034.2","Ritopečki, Jovan"," A twisting entertainment maschine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S021; S035 "," 3 "," 2034_img10.jpg "," 2034_img11.jpg "," 2034_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2035.1","Ritopečki, Jovan"," Family with two children posing in front of the Prater wheel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S007; S010; S013; S021; S035 "," 12 "," 2035_img1.jpg "," 2035_img2.jpg "," 2035_img3.jpg "," 2035_img4.jpg "," 2035_img5.jpg "," 2035_img6.jpg "," 2035_img7.jpg "," 2035_img8.jpg "," 2035_img9.jpg "," 2035_img10.jpg "," 2035_img11.jpg "," 2035_img12.jpg "," "," "," "," "," "," " 
"o:vismig.m.2035.2","Ritopečki, Jovan"," Family with two children walking near the Prater wheel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S007; S010; S013; S021; S035 "," 7 "," 2035_img13.jpg "," 2035_img14.jpg "," 2035_img15.jpg "," 2035_img16.jpg "," 2035_img17.jpg "," 2035_img18.jpg "," 2035_img19.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2035.3","Ritopečki, Jovan"," Three men posing near the Prater wheel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S018; S021; S035 "," 1 "," 2035_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2035.4","Ritopečki, Jovan"," People dancing kolo around a music band "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S021; S035 "," 1 "," 2035_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2035.5","Ritopečki, Jovan"," Five men dancing around a music band "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S021; S035 "," 1 "," 2035_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2036.1","Ritopečki, Jovan"," People dancing in park "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S010; S021; S035 "," 6 "," 2036_img23.jpg "," 2036_img24.jpg "," 2036_img25.jpg "," 2036_img26.jpg "," 2036_img27.jpg "," 2036_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2036.2","Ritopečki, Jovan"," People picknicking and dancing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S009; S010; S021; S035 "," 3 "," 2036_img29.jpg "," 2036_img30.jpg "," 2036_img31.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.1","Ritopečki, Jovan"," Clerk-woman and man at a counter "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 3 "," 2037_img56.jpg "," 2037_img57.jpg "," 2037_img58.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.10","Ritopečki, Jovan"," Woman offering cigarettes to workers "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 1 "," 2037_img73.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.11","Ritopečki, Jovan"," Seven workers at construction site "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 2 "," 2037_img74.jpg "," 2037_img75.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.2","Ritopečki, Jovan"," Portrait of a man "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 1 "," 2037_img59.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.3","Ritopečki, Jovan"," Huge truck unloading sand "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 2 "," 2037_img60.jpg "," 2037_img61.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.4","Ritopečki, Jovan"," People at a construction site "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 1 "," 2037_img62.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.5","Ritopečki, Jovan"," Five people at constructions site "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002 "," 2 "," 2037_img63.jpg "," 2037_img64.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.6","Ritopečki, Jovan"," Four men at construction site "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 2 "," 2037_img65.jpg "," 2037_img66.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.7","Ritopečki, Jovan"," Three men at construction site "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 3 "," 2037_img67.jpg "," 2037_img68.jpg "," 2037_img69.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.8","Ritopečki, Jovan"," Portrait of worker with mustache "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 2 "," 2037_img70.jpg "," 2037_img71.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2037.9","Ritopečki, Jovan"," Portrait of worker "," Photographic negative ","  ",NL Jovan Ritopečki"," 1971 "," "," ","  "," S002; S018 "," 1 "," 2037_img72.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2038.1","Ritopečki, Jovan"," Young couple in a boat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S010; S021 "," 7 "," 2038_img1.jpg "," 2038_img2.jpg "," 2038_img3.jpg "," 2038_img4.jpg "," 2038_img5.jpg "," 2038_img6.jpg "," 2038_img7.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2038.2","Ritopečki, Jovan"," Couple relaxing in a chair on a boat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S010; S021 "," 2 "," 2038_img8.jpg "," 2038_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2038.3","Ritopečki, Jovan"," Young woman rowing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S009; S010; S021 "," 2 "," 2038_img10.jpg "," 2038_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2038.4","Ritopečki, Jovan"," Four people in a boat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S010; S021 "," 8 "," 2038_img12.jpg "," 2038_img13.jpg "," 2038_img14.jpg "," 2038_img15.jpg "," 2038_img16.jpg "," 2038_img17.jpg "," 2038_img18.jpg "," 2038_img19.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.1","Ritopečki, Jovan"," Three persons talking next to a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002 "," 2 "," 2039_img1.jpg "," 2039_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.2","Ritopečki, Jovan"," Two women observing textile work material "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 2 "," 2039_img3.jpg "," 2039_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.3","Ritopečki, Jovan"," Woman working on a sewing machine and smiling "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 3 "," 2039_img5.jpg "," 2039_img6.jpg "," 2039_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.4","Ritopečki, Jovan"," Man transporting stoff material "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S018 "," 3 "," 2039_img8.jpg "," 2039_img9.jpg "," 2039_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.5","Ritopečki, Jovan"," Workers in a factory hall "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 2 "," 2039_img11.jpg "," 2039_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
